"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","cis","cis_trans","trans","total_cis","total_cis_trans","total_trans","cis_in_gc","cis_trans_in_gc","trans_in_gc"
"Mental disorders","9/329",0.499688306448012,0.671821619336057,0,0,1.04198500967118,0.722898734204722,"IL1RN;SRR;ALDH2;DPYSL2;NOS1AP;PTEN;COMT","PAWR;PSMG1","",7,2,0,1,1,0
"Primary biliary cirrhosis","9/329",0.499688306448012,0.671821619336057,0,0,1.04198500967118,0.722898734204722,"DDR1;ABCC1;TGFB1;SPINT1;SLC22A1;DAG1;HLA-C","PRKCB;PRAM1","",7,2,0,1,0,0
"Childhood Acute Lymphoblastic Leukemia","12/443",0.499799974279285,0.671821619336057,0,0,1.03151660693167,0.715405570065485,"SPAG9;CDKN2B;FEN1;SYT1;GSTP1;PTEN;HLA-C;NT5C2;IGF2R","LEPR","BTG1;TXNRD1",9,1,2,2,1,0
"Arthritis, Gouty","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","ADAMTS4","",0,1,0,0,0,0
"Reticulocytosis","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"SLC4A11","","",1,0,0,0,0,0
"Schizophreniform Disorders","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"COMT","","",1,0,0,0,0,0
"Dystonia, Limb","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"SERAC1","","",1,0,0,0,0,0
"Severe Aplastic Anemia","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"HLA-C","","",1,0,0,0,0,0
"Hypotension, Orthostatic","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"COQ2","","",1,0,0,0,0,0
"Spondyloepiphyseal Dysplasia","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","KDR","",0,1,0,0,0,0
"Tibial bowing","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","","SOX9",0,0,1,0,0,0
"Trichothiodystrophy Syndromes","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"XPC","","",1,0,0,0,0,0
"Zinc deficiency","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"SCD","","",1,0,0,0,0,0
"Adult T Acute Lymphoblastic Leukemia","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"PTEN","","",1,0,0,0,0,0
"ANONYCHIA","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","","SOX9",0,0,1,0,0,0
"Bare lymphocyte syndrome 2","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"HLA-C","","",1,0,0,0,0,0
"Beta thalassemia trait","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"LPL","","",1,0,0,1,0,0
"Borna Disease","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"ALDOC","","",1,0,0,0,0,0
"Capuchin ears","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"EDNRA","","",1,0,0,1,0,0
"Congenital contracture","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","POMT2","",0,1,0,0,0,0
"Conjugated hyperbilirubinemia","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"ABCC1","","",1,0,0,0,0,0
"Coronary Thrombosis","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"ITGB3","","",1,0,0,0,0,0
"Cortical gyral simplification","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"MPDZ","","",1,0,0,0,0,0
"Cupped ears (finding)","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"EDNRA","","",1,0,0,1,0,0
"Defect of vertebral segmentation","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","TNNI2","",0,1,0,0,0,0
"Drug Eruptions","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"HLA-B","","",1,0,0,0,0,0
"Generalized pustular psoriasis","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"HLA-C","","",1,0,0,0,0,0
"Hereditary nonpolyposis colorectal carcinoma","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"MLH3","","",1,0,0,0,0,0
"Hiatal Hernia","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","","TP53RK",0,0,1,0,0,0
"Hyperprolactinemia","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"LPL","","",1,0,0,1,0,0
"Hypersomnia","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"COMT","","",1,0,0,0,0,0
"Increased drug resistance","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"ABCC1","","",1,0,0,0,0,0
"Indian childhood cirrhosis","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"HLA-B","","",1,0,0,0,0,0
"Klatskin Tumor","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","KDR","",0,1,0,0,0,0
"Meckel-Gruber syndrome","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","TMEM216","",0,1,0,0,0,0
"Menkes Kinky Hair Syndrome","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"ENG","","",1,0,0,0,0,0
"Metastatic osteosarcoma","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"SRR","","",1,0,0,0,0,0
"Multiple lipomata","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"PTEN","","",1,0,0,0,0,0
"Neonatal onset","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"ASL","","",1,0,0,0,0,0
"Pathological fracture","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","","CTC1",0,0,1,0,0,0
"Personality change","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","EIF2B2","",0,1,0,0,0,0
"Pituitary carcinoma","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"PTEN","","",1,0,0,0,0,0
"Plasmablastic lymphoma","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"HLA-C","","",1,0,0,0,0,0
"Radial polydactyly","1/26",0.500121768913931,0.671821619336057,0,0,1.48182857142857,1.02676445898433,"","CEP120","",0,1,0,0,0,0
"Frontal bossing","6/216",0.5039204640233,0.676681229072284,0,0,1.05846153846154,0.725402678453851,"MAP2K1;DDX59;PTEN;TWIST1;RUNX2","TMEM216","",5,1,0,0,0,0
"Retinopathy of Prematurity","2/64",0.504699416900285,0.676681229072284,0,0,1.19502585570057,0.817149407893548,"IGFBP3","KDR","",1,1,0,0,0,0
"Uterine Cancer","2/64",0.504699416900285,0.676681229072284,0,0,1.19502585570057,0.817149407893548,"PTEN;ACAT1","","",2,0,0,0,0,0
"Diaphragmatic Hernia","2/64",0.504699416900285,0.676681229072284,0,0,1.19502585570057,0.817149407893548,"EDNRA;TGFB1","","",2,0,0,2,0,0
"High-Grade Squamous Intraepithelial Lesions","2/64",0.504699416900285,0.676681229072284,0,0,1.19502585570057,0.817149407893548,"UHRF1BP1;LNPEP","","",2,0,0,1,0,0
"Mastocytosis","2/64",0.504699416900285,0.676681229072284,0,0,1.19502585570057,0.817149407893548,"IL6R;RUNX2","","",2,0,0,1,0,0
"Oligohydramnios","2/64",0.504699416900285,0.676681229072284,0,0,1.19502585570057,0.817149407893548,"NEK9","TMEM216","",1,1,0,0,0,0
"Myasthenia Gravis","5/179",0.509129231960058,0.680793384411772,0,0,1.06448695038277,0.718585535990834,"IL1RN;TGFB1;HLA-B;HLA-C","","CCAR2",4,0,1,1,0,0
"Curvature of spine","11/408",0.509646011252747,0.680793384411772,0,0,1.02637255141718,0.691815015122027,"MAP2K1;RAD51C;TGFB1;SERPINH1;PTEN;RUNX2;SMARCA4","POMT2;TNNI2","CTC1;SOX9",7,2,2,3,0,0
"hearing impairment","8/294",0.511239930084696,0.680793384411772,0,0,1.03615303615304,0.695171928584793,"TGFB1;RFT1;PTEN;TWIST1;SDHB;RUNX2;SMARCA4","","SOX9",7,0,1,2,0,0
"Ichthyosis, X-Linked","3/103",0.511298285543912,0.680793384411772,0,0,1.11131931166348,0.745475361410905,"ABCC1;PTEN","KDR","",2,1,0,0,0,0
"Hydrops Fetalis","3/103",0.511298285543912,0.680793384411772,0,0,1.11131931166348,0.745475361410905,"NEK9;MAP2K1;LIPA","","",3,0,0,1,0,0
"Skin Neoplasms","7/256",0.511981854312709,0.680793384411772,0,0,1.04135230710898,0.697150062940787,"CDKN2B;TGFB1;CHEK2;PADI2;XPC","ADM","SOX9",5,1,1,1,0,0
"Rhabdomyolysis","2/65",0.512972443584747,0.680793384411772,0,0,1.17599660729432,0.785016721377212,"SLC22A5","POLG","",1,1,0,0,0,0
"Mammary Ductal Carcinoma","2/65",0.512972443584747,0.680793384411772,0,0,1.17599660729432,0.785016721377212,"BCAR1","","BAG1",1,0,1,0,0,0
"Melanocytic nevus of skin","2/65",0.512972443584747,0.680793384411772,0,0,1.17599660729432,0.785016721377212,"METAP2","PRKCB","",1,1,0,0,0,0
"Paroxysmal nocturnal hemoglobinuria","2/65",0.512972443584747,0.680793384411772,0,0,1.17599660729432,0.785016721377212,"FES","FCGR3B","",1,1,0,1,0,0
"Respiratory Distress Syndrome","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"CYP3A7","","",1,0,0,0,0,0
"Rothmund-Thomson syndrome","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"RUNX2","","",1,0,0,0,0,0
"Gonadal Dysgenesis, Mixed","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"","","SOX9",0,0,1,0,0,0
"Hearing Loss, High-Frequency","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"","","SLC12A2",0,0,1,0,0,0
"Streptococcal Infections","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"HLA-C","","",1,0,0,0,0,0
"Vascular anomaly","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"ENG","","",1,0,0,0,0,0
"Apathy","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"COMT","","",1,0,0,0,0,0
"Appendicitis","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"","LEPR","",0,1,0,0,1,0
"Attenuation of retinal blood vessels","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"GGCX","","",1,0,0,1,0,0
"Basal cell nevus","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"XPC","","",1,0,0,0,0,0
"Calcium pyrophosphate deposition disease","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"HLA-B","","",1,0,0,0,0,0
"Cervical dysplasia","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"PTEN","","",1,0,0,0,0,0
"Chronic Lung Injury","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"PDGFD","","",1,0,0,0,0,0
"Cryoglobulinemia","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"IL1RN","","",1,0,0,0,0,0
"Failure to thrive in infant","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"RFT1","","",1,0,0,0,0,0
"Generalized hyperpigmentation","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"MAP2K1","","",1,0,0,0,0,0
"Generalized vitiligo","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"COMT","","",1,0,0,0,0,0
"Herpesviridae Infections","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"HLA-C","","",1,0,0,0,0,0
"Idiopathic Interstitial Pneumonias","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"TGFB1","","",1,0,0,1,0,0
"Idiopathic thrombocytopenia","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"","TPP2","",0,1,0,0,0,0
"Leg Ulcer","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"SCD","","",1,0,0,0,0,0
"Lobular carcinoma in situ of breast","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"TWIST1","","",1,0,0,0,0,0
"Localized scleroderma","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"TGFB1","","",1,0,0,1,0,0
"Long palpebral fissure","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"MAP2K1","","",1,0,0,0,0,0
"Metopic synostosis","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"TWIST1","","",1,0,0,0,0,0
"Mildly elevated creatine phosphokinase","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"","POLG","",0,1,0,0,0,0
"Mixed Oligodendroglioma-Astrocytoma","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"MLH3","","",1,0,0,0,0,0
"Mumps","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"HLA-B","","",1,0,0,0,0,0
"Neck muscle weakness","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"SLC22A5","","",1,0,0,0,0,0
"Pregnancy in Diabetics","1/27",0.513285648563395,0.680793384411772,0,0,1.4247619047619,0.950206154641524,"","LEPR","",0,1,0,0,1,0
"Mycosis Fungoides","4/142",0.515604426877848,0.683685095999813,0,0,1.07368537953246,0.711225753861549,"CDKN2B;TGFB1;HLA-B;PTEN","","",4,0,0,1,0,0
"Urothelial Carcinoma","7/257",0.51610604352203,0.684166367205184,0,0,1.03713294797688,0.686004353310043,"SLC22A3;GSTP1;DAB2IP;PTEN;ENG","KDR","CCAR2",5,1,1,2,0,0
"Xerosis","3/104",0.517790979338923,0.68584716565322,0,0,1.10025935671961,0.724172700588958,"MAP2K1;CDKN2B;XPC","","",3,0,0,0,0,0
"Carcinoid tumor no ICD-O subtype","3/104",0.517790979338923,0.68584716565322,0,0,1.10025935671961,0.724172700588958,"MAP2K1;ABCC1;PTEN","","",3,0,0,0,0,0
"Macrostomia","3/104",0.517790979338923,0.68584716565322,0,0,1.10025935671961,0.724172700588958,"MAP2K1;AP4B1;SMARCA4","","",3,0,0,1,0,0
"Gastritis","5/181",0.518967007690303,0.687036011790705,0,0,1.05228145175362,0.690207153527358,"IL1RN;TGFB1","FCGR3B","BAG1;SOX9",2,1,2,1,0,0
"Photodysphoria","5/181",0.518967007690303,0.687036011790705,0,0,1.05228145175362,0.690207153527358,"HLA-B;POC1B;XPC;POMGNT1","","GPR143",4,0,1,0,0,0
"Hypertrophic disorder of skin, unspecified","2/66",0.521153878332227,0.688905178651516,0,0,1.15756202290076,0.754394663701355,"PRMT5;MAP2K1","","",2,0,0,0,0,0
"Giant Cell Tumor of Bone","2/66",0.521153878332227,0.688905178651516,0,0,1.15756202290076,0.754394663701355,"TWIST1;RUNX2","","",2,0,0,0,0,0
"Glycogen storage disease type II","2/66",0.521153878332227,0.688905178651516,0,0,1.15756202290076,0.754394663701355,"IGF2R","FCGR3B","",1,1,0,1,0,0
"GRN-related frontotemporal dementia","2/66",0.521153878332227,0.688905178651516,0,0,1.15756202290076,0.754394663701355,"ATXN2","","BAG1",1,0,1,1,0,0
"Proliferative vitreoretinopathy","2/66",0.521153878332227,0.688905178651516,0,0,1.15756202290076,0.754394663701355,"TGFB1","ADM","",1,1,0,1,0,0
"Kidney Failure","8/297",0.52276614862434,0.688905178651516,0,0,1.02523680378352,0.664990171628586,"IL1RN;TGFB1;HLA-B;RUNX2;PGF","SUCNR1;KIF3A;ADM","",5,3,0,1,0,0
"Respiratory Insufficiency","5/182",0.52385462668695,0.688905178651516,0,0,1.0462821388681,0.676464366406765,"RFT1","POMT2;CEP120","SOX9;EXOSC3",1,2,2,0,0,0
"Primary Myelofibrosis","5/182",0.52385462668695,0.688905178651516,0,0,1.0462821388681,0.676464366406765,"CSF1R;CDKN2B;TGFB1;SH2B3;ENG","","",5,0,0,2,0,0
"Biliary Atresia","3/105",0.524236962789565,0.688905178651516,0,0,1.08941626363739,0.703557527177824,"SPINT1;IGFBP3","FCGR3B","",2,1,0,0,0,0
"Mixed Salivary Gland Tumor","3/105",0.524236962789565,0.688905178651516,0,0,1.08941626363739,0.703557527177824,"PTEN;ENG","KDR","",2,1,0,0,0,0
"Ataxia, Sensory","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","POLG","",0,1,0,0,0,0
"Creutzfeldt-Jakob Disease, Sporadic","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"AIF1","","",1,0,0,0,0,0
"Lymphoma, Small Noncleaved-Cell","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"CHEK2","","",1,0,0,0,0,0
"Spina Bifida Occulta","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"RUNX2","","",1,0,0,0,0,0
"Pain, Postoperative","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"COMT","","",1,0,0,0,0,0
"Parkinsonism, Experimental","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","POLG","",0,1,0,0,0,0
"Tumor Expansion","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"PTEN","","",1,0,0,0,0,0
"Viral myocarditis","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"IL1RN","","",1,0,0,0,0,0
"von Willebrand Disease","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"ABO","","",1,0,0,1,0,0
"Addison's disease due to autoimmunity","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"HLA-B","","",1,0,0,0,0,0
"Aphthous Stomatitis","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"HLA-B","","",1,0,0,0,0,0
"Autosomal Dominant Juvenile Parkinson Disease","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","POLG","",0,1,0,0,0,0
"Benign Meningioma","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"PTEN","","",1,0,0,0,0,0
"Corneal dystrophy","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"SLC4A11","","",1,0,0,0,0,0
"Depressed philtrum","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","","EBF3",0,0,1,0,0,0
"Esophageal atresia with or without tracheoesophageal fistula","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"RAD51C","","",1,0,0,0,0,0
"External Ophthalmoplegia","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","POLG","",0,1,0,0,0,0
"Familial Juvenile Parkinsonism","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","POLG","",0,1,0,0,0,0
"Fetal Death","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"PTEN","","",1,0,0,0,0,0
"Hepatitis C Virus Infection","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"LPL","","",1,0,0,1,0,0
"Hereditary spherocytosis","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"UMPS","","",1,0,0,1,0,0
"Incontinentia Pigmenti Achromians","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"IL1RN","","",1,0,0,0,0,0
"Increased circulating gonadotropin level","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"STAG3","","",1,0,0,0,0,0
"Malignant Bone Neoplasm","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"RUNX2","","",1,0,0,0,0,0
"Odontogenic Tumors","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"IL1RN","","",1,0,0,0,0,0
"Paratuberculosis","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"LYZ","","",1,0,0,0,0,0
"Placental Insufficiency","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","KDR","",0,1,0,0,0,0
"Plasma cell dyscrasia","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"CDKN2B","","",1,0,0,0,0,0
"Pseudomonas aeruginosa infection","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"LYZ","","",1,0,0,0,0,0
"Radial ray hypoplasia","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"RAD51C","","",1,0,0,0,0,0
"Ramsay Hunt Paralysis Syndrome","1/28",0.526103508949921,0.688905178651516,0,0,1.37192239858907,0.881127176251951,"","POLG","",0,1,0,0,0,0
"Cerebellar Hypoplasia","4/144",0.526616928243852,0.689394514182851,0,0,1.05823754789272,0.678628570688659,"DAG1;POMGNT1","POMT2","EXOSC3",2,1,1,0,0,0
"Blepharoptosis","9/337",0.528679245896353,0.690085629062363,0,0,1.01614615275747,0.647664499302643,"EFEMP2;MAP2K1;NDUFAF6;TWIST1;COMT","FASTKD2;TMEM216;COX10;POLG","",5,4,0,1,0,0
"Hepatitis, Chronic","5/183",0.528720700536003,0.690085629062363,0,0,1.04035023399254,0.663009963728316,"CDKN2B;TGFB1;SPINT1;SIRT6","FCGR3B","",4,1,0,1,0,0
"Delayed bone age","5/183",0.528720700536003,0.690085629062363,0,0,1.04035023399254,0.663009963728316,"PPP1CB;SPRY4;SRP54;ATRIP;SMARCA4","","",5,0,0,1,0,0
"High, narrow palate","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"MAP2K1;RUNX2","","",2,0,0,0,0,0
"Short distal phalanx of finger","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"GGCX;SMARCA4","","",2,0,0,2,0,0
"Skin blisters","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"HLA-B","","CTC1",1,0,1,0,0,0
"Tongue Carcinoma","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"PTEN","","PYM1",1,0,1,0,0,0
"Abnormal blistering of the skin","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"HLA-B","","CTC1",1,0,1,0,0,0
"Cervical Adenocarcinoma","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"SLC22A3;PTEN","","",2,0,0,1,0,0
"Congenital Hypothyroidism","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"CSF1R;RUNX2","","",2,0,0,0,0,0
"Cushing Syndrome","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"GIPR;SLC8A1","","",2,0,0,1,0,0
"Flat face","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"TWIST1","","SOX9",1,0,1,0,0,0
"Idiopathic Inflammatory Myopathies","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"IL1RN;HLA-B","","",2,0,0,0,0,0
"Meningococcal Infections","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"IL1RN;ABO","","",2,0,0,1,0,0
"Pyramidal sign","2/67",0.529242809155246,0.690085629062363,0,0,1.13969465648855,0.725196777240625,"ATXN2","","CTC1",1,0,1,1,0,0
